Date,Open,High,Low,Close,Adj Close,Volume,MA5,CHMF,BBL,BBH,OBV,RSI,MACD,UD
2017-01-31,173.67999267578125,176.17999267578125,173.00999450683594,175.07000732421875,175.07000732421875,1325800,175.07000732421875,0.0,174.75333150227866,174.75333150227866,-1325800.0,0.0,0.0,0.0
2017-02-01,176.72999572753906,176.72999572753906,172.5500030517578,173.82000732421875,173.82000732421875,1216400,174.44500732421875,0.0,175.33332570393884,173.78667449951172,-109400.0,0.0,0.0,-0.7140000843691485
2017-02-02,173.50999450683594,175.17999267578125,172.4600067138672,173.39999389648438,173.39999389648438,962600,174.09666951497397,0.0,176.0420885264137,172.49124345058289,853200.0,0.0,0.0,0.0
2017-02-03,174.9600067138672,176.58999633789062,173.55999755859375,175.1699981689453,175.1699981689453,1578100,174.3650016784668,0.0,176.59347535578985,172.35985563786255,-724900.0,0.0,0.0,1.0207637455383
2017-02-06,175.7899932861328,179.0800018310547,175.14999389648438,177.80999755859375,177.80999755859375,2320900,175.0540008544922,0.0,180.0176719761617,170.08365859024462,-3045800.0,0.0,0.0,1.5071070487209015
2017-02-07,179.5800018310547,179.60000610351562,176.75,178.1699981689453,178.1699981689453,1535200,175.0540008544922,0.0,182.06944296528278,169.07277742588477,-1510600.0,0.0,0.0,0.0
2017-02-08,179.16000366210938,182.41000366210938,177.52999877929688,181.5,181.5,2114200,175.6739990234375,0.0,185.40509976483887,167.13966080296248,-3624800.0,0.0,0.0,1.8690025623152806
2017-02-09,181.22999572753906,183.4600067138672,181.05999755859375,181.5,181.5,1743700,177.20999755859376,0.0,188.41389136017165,165.5644411593596,-5368500.0,0.0,0.0,0.0
2017-02-10,182.5800018310547,184.16000366210938,181.2100067138672,183.99000549316406,183.99000549316406,2149800,178.8299987792969,0.0,190.91494213927956,164.42579905357348,-7518300.0,0.0,0.0,1.3719038529829586
2017-02-13,184.5,185.44000244140625,183.3300018310547,184.30999755859375,184.30999755859375,2428500,180.59400024414063,0.0,193.24968112629048,163.42898606934753,-5089800.0,0.0,33.29180075541441,0.0
2017-02-14,184.00999450683594,185.66000366210938,182.27999877929688,182.77000427246094,182.77000427246094,1932000,181.8940002441406,0.0,194.25136624349193,163.37833161398913,-3157800.0,0.0,38.91091475428262,-0.8355451720101215
2017-02-15,183.64999389648438,185.13999938964844,182.80999755859375,183.5800018310547,183.5800018310547,1203400,182.81400146484376,0.0,195.02418943366973,163.44358909009327,-1954400.0,0.0,42.949254143518274,0.44317860680589405
2017-02-16,183.6199951171875,186.75,182.77000427246094,184.94000244140625,184.94000244140625,2301500,183.2300018310547,0.0,195.96099862394763,163.36618189613446,-4255900.0,0.0,45.713976226886274,0.7408217653266824
2017-02-17,183.9199981689453,185.2100067138672,183.3300018310547,185.1699981689453,185.1699981689453,1622700,183.91800231933593,0.0,196.51193978338281,163.51615673354425,-5878600.0,0.0,47.445709095451285,0.0
2017-02-21,185.22999572753906,185.92999267578125,183.30999755859375,185.6199951171875,185.6199951171875,3465400,184.15400085449218,0.0,197.02635260876394,163.6603146004374,-9344000.0,0.0,48.327023859412016,0.0
2017-02-22,185.0,187.97999572753906,184.97000122070312,186.00999450683594,186.00999450683594,2698600,184.41600036621094,0.0,197.87542697783522,163.55832317475267,-12042600.0,81.08422814990118,48.532810847830746,0.0
2017-02-23,187.88999938964844,188.5399932861328,183.91000366210938,184.63999938964844,184.63999938964844,3812900,185.06399841308593,0.0,198.30327065777496,163.71633718536228,-8229700.0,87.8336024853545,48.1809341311501,-0.7365169386837178
2017-02-24,181.0,181.75,173.91000366210938,175.1699981689453,175.1699981689453,7534000,185.2759979248047,0.0,197.99817221086337,163.56960563473123,-695700.0,82.94260596417132,47.38400835729894,-5.1289001581496185
2017-02-27,175.1699981689453,176.27999877929688,171.72999572753906,172.97000122070312,172.97000122070312,3520700,183.3219970703125,0.0,198.3316295405605,162.48626511061823,2825000.0,50.0,46.14147090993505,-1.255921088793055
2017-02-28,172.8000030517578,175.9199981689453,172.8000030517578,174.1300048828125,174.1300048828125,2392000,180.88199768066406,0.0,198.36954887822696,161.83578457717664,433000.0,40.04934014458218,44.54163139349181,0.6706386390257668
2017-03-01,176.44000244140625,176.7899932861328,175.1300048828125,175.3300018310547,175.3300018310547,1799100,178.58399963378906,0.0,198.36954887822696,161.83578457717664,2232100.0,41.958605641990374,42.70401774478244,0.6891385255802351
2017-03-02,175.3300018310547,176.49000549316406,172.97000122070312,174.47999572753906,174.47999572753906,2108800,176.4480010986328,0.0,198.20529788059093,162.0997024245848,4340900.0,36.5811116029976,40.704512072301306,-0.48480356735219887
2017-03-03,174.52999877929688,175.7100067138672,173.27999877929688,173.7899932861328,173.7899932861328,1115700,174.41600036621094,0.0,198.14902071850824,162.18397946459723,5456600.0,35.27682499166335,38.58136577221208,-0.39546220672983523
2017-03-06,174.14999389648438,174.14999389648438,172.3800048828125,173.3000030517578,173.3000030517578,1223300,174.13999938964844,0.0,198.0170382914712,162.37396207473975,6679900.0,26.86020332148999,36.377390970933426,0.0
2017-03-07,172.77000427246094,174.0,171.24000549316406,173.74000549316406,173.74000549316406,1366200,174.20599975585938,0.0,198.40843864014772,161.79956205158408,5313700.0,25.21385342890295,34.126873881363856,0.0
2017-03-08,173.80999755859375,175.3000030517578,173.3000030517578,173.8699951171875,173.8699951171875,1228500,174.12799987792968,0.0,199.08688887290103,160.68577907550397,4085200.0,28.61202026218247,31.86598215968086,0.0
2017-03-09,174.02999877929688,175.1999969482422,172.94000244140625,173.32000732421875,173.32000732421875,1943400,173.83599853515625,0.0,199.4827664827308,159.8882346972823,6028600.0,26.235884857633025,29.636022524181378,-0.31632127935475873
2017-03-10,173.5500030517578,173.91000366210938,171.92999267578125,172.74000549316406,172.74000549316406,1802700,173.6040008544922,0.0,199.77738219908002,158.9276191233484,7831300.0,20.387318850160284,27.534773188194016,-0.3346421685580192
2017-03-13,172.88999938964844,174.11000061035156,172.5,173.25,173.25,1549400,173.39400329589844,0.0,199.91695804175723,157.8733765326243,6281900.0,18.87829015734073,25.572670047416935,0.0
2017-03-14,173.0,173.5,172.00999450683594,172.83999633789062,172.83999633789062,1015500,173.38400268554688,0.0,199.59153286982976,157.21546786259213,7297400.0,19.121281283233444,23.736183332681566,0.0
2017-03-15,173.00999450683594,173.30999755859375,170.4199981689453,172.0399932861328,172.0399932861328,2651300,173.2040008544922,0.0,198.81173626967418,156.8375974298701,9948700.0,17.157066807712354,22.00477232516173,-0.46285759587373354
2017-03-16,173.5399932861328,177.5500030517578,173.39999389648438,176.57000732421875,176.57000732421875,4043600,172.83800048828124,0.0,198.13455198772462,156.3501144551465,5905100.0,17.659089484897862,20.37585997452014,2.633116841937877
2017-03-17,176.88999938964844,178.86000061035156,176.17999267578125,176.6199951171875,176.6199951171875,2017400,173.48800048828124,0.0,196.85809386103014,156.82623943161317,7922500.0,54.81433907059869,18.8920838954273,0.0
2017-03-20,177.10000610351562,177.86000061035156,174.58999633789062,176.1300048828125,176.1300048828125,1829100,174.26399841308594,0.0,195.1041741211444,157.8201585611473,9751600.0,64.72961489673517,17.543713829533623,0.0
2017-03-21,177.5,177.6999969482422,170.27000427246094,171.39999389648438,171.39999389648438,3351300,174.83999938964843,0.0,193.13677978608288,158.94988606678177,13102900.0,58.532444537027395,16.308554086564353,-2.685522543121044
2017-03-22,169.82000732421875,169.82000732421875,167.75,169.55999755859375,169.55999755859375,3482600,174.5519989013672,0.0,190.61424325829609,160.2894229200893,16585500.0,37.11471519066502,15.133090856065795,-1.0735101536828995
2017-03-23,168.75,170.02000427246094,167.25,169.61000061035156,169.61000061035156,2847700,174.05599975585938,0.0,187.09083351507158,162.08516644423835,13737800.0,34.85219904482088,14.006359915977221,0.0
2017-03-24,170.38999938964844,170.47000122070312,167.85000610351562,168.25999450683594,168.25999450683594,2157600,172.66399841308595,0.0,182.22074431009247,165.28158926738143,15895400.0,36.60256661058727,12.936233872794835,-0.795947231093419
2017-03-27,166.22999572753906,170.6699981689453,166.0,168.92999267578125,168.92999267578125,2047800,170.99199829101562,0.0,182.29725110350665,164.39674914063397,13847600.0,34.69012405420489,11.906165328918418,0.398192197087055
2017-03-28,168.92999267578125,170.6699981689453,168.5800018310547,169.7899932861328,169.7899932861328,2059200,169.55199584960937,0.0,182.9656068570337,163.21572655767986,11788400.0,35.59012429202913,10.92879220436183,0.5090869872954595
2017-03-29,170.0,172.10000610351562,169.33999633789062,170.66000366210938,170.66000366210938,1510600,169.22999572753906,-1.4552021092665446,183.0993951567324,162.6216044974017,10277800.0,38.2893161311345,10.018556369403118,0.512403799033323
2017-03-30,171.7100067138672,172.6199951171875,171.1699981689453,172.36000061035156,172.36000061035156,2380700,169.4499969482422,-0.7680788582236372,182.6513912864768,162.56460857110787,7897100.0,42.50281693775213,9.138853354727466,0.9961308518473988
2017-03-31,171.4600067138672,173.9499969482422,171.4600067138672,172.52000427246094,172.52000427246094,2537000,169.9999969482422,-0.10341275684281577,182.3535987425508,162.60273416353652,5360100.0,48.992564785074556,8.307722133365063,0.0
2017-04-03,173.0,175.89999389648438,173.0,175.0,175.0,2352400,170.85199890136718,0.3420638170630003,182.13907337154734,162.655593173049,3007700.0,48.028107129579176,7.529878579467332,1.4375119789716617
2017-04-04,174.75999450683594,176.66000366210938,174.1300048828125,175.1999969482422,175.1999969482422,1899200,172.06600036621094,0.6282228802117348,182.37521419157991,162.55511875519744,1108500.0,55.24781795048979,6.866555295561265,0.0
2017-04-05,175.35000610351562,176.30999755859375,172.4600067138672,172.9199981689453,172.9199981689453,2187200,173.14800109863282,-0.29938513300972075,182.79636703260996,162.36763239772853,3295700.0,57.907912724051286,6.318596721519615,-1.30136918893351
2017-04-06,173.8000030517578,174.72999572753906,173.0399932861328,173.3800048828125,173.3800048828125,2057900,173.6,-0.5652373779901054,182.75377341679336,162.38422605423528,5353600.0,39.70668348891908,5.846616024752541,0.0
2017-04-07,173.67999267578125,173.94000244140625,171.1699981689453,172.44000244140625,172.44000244140625,1963500,173.8040008544922,-0.47746971304546143,182.73884586531696,162.38881984513225,7317100.0,41.0694938863953,5.455584017515359,-0.5421631185450693
2017-04-10,172.3000030517578,174.67999267578125,172.1699981689453,174.22000122070312,174.22000122070312,1701000,173.78800048828126,-0.3808950588014115,182.71808607178252,162.37524634602352,5616100.0,40.0753170770145,5.118159209314955,1.0322423765342315
2017-04-11,173.97000122070312,175.24000549316406,172.5800018310547,173.00999450683594,173.00999450683594,1844500,173.6320007324219,0.2632662211138958,182.7677620590964,162.36590340721222,7460600.0,59.01536023976959,4.834734103375297,-0.694528013654605
2017-04-12,172.47000122070312,174.8699951171875,172.3300018310547,173.61000061035156,173.61000061035156,1205400,173.19400024414062,-0.46452134776381865,182.84851224886492,162.36782025032133,6255200.0,61.49230911551016,4.5784100067403415,0.3468043018127087
2017-04-13,173.5500030517578,174.75999450683594,172.4600067138672,172.61000061035156,172.61000061035156,1336700,173.33200073242188,-0.5671865943748683,182.94735403605424,162.43697874796268,7591900.0,62.8534472444991,4.336490127217025,-0.5760036843985628
2017-04-17,172.61000061035156,173.8000030517578,172.61000061035156,173.30999755859375,173.30999755859375,1365700,173.1779998779297,-1.841389591897751,182.42565608976818,162.70234327953514,6226200.0,64.29980216772806,4.098330757499052,0.40553672774867877
2017-04-18,173.30999755859375,174.55999755859375,172.07000732421875,174.47000122070312,174.47000122070312,1806600,173.35199890136718,-1.033374671267252,181.28921368111062,163.44078611543884,4419600.0,64.37007519248675,3.8500545891922022,0.6693229925856858
2017-04-19,175.6199951171875,181.17999267578125,175.33999633789062,177.80999755859375,177.80999755859375,3998400,173.4019989013672,-0.19896948329782374,180.55260103152727,163.9280655741042,421200.0,65.05791752214927,3.605190593579203,1.9143671201478085
2017-04-20,178.99000549316406,180.3800048828125,178.41000366210938,178.63999938964844,178.63999938964844,2478500,174.36199951171875,0.35227350957975195,182.2383956869218,162.74093730054565,2899700.0,69.8500555789017,3.415603614281688,0.46679143043188986
2017-04-21,180.39999389648438,180.39999389648438,177.86000061035156,178.0800018310547,178.0800018310547,1628700,175.3679992675781,-1.0303867422411157,183.8054303159369,162.18390277325577,4528400.0,68.31970073569734,3.2747648495827093,-0.3134782582328022
2017-04-24,180.0,180.64999389648438,179.5399932861328,180.02999877929688,180.02999877929688,1908400,176.46199951171874,-2.4150703644460028,184.74482081164376,162.2265119927182,2620000.0,65.84947220622496,3.1770923284352586,1.0950117521293379
2017-04-25,182.86000061035156,187.5,182.3300018310547,186.99000549316406,186.99000549316406,3750300,177.80599975585938,-1.8417892356269976,185.85054463422767,162.24212097449623,-1130300.0,64.78540826432047,3.1158593806597015,3.866026085130203
2017-04-26,187.89999389648438,188.0,184.89999389648438,186.6699981689453,186.6699981689453,2895000,180.31000061035155,-1.418678196096991,189.40096536484074,160.39903412653288,1764700.0,74.8001658758037,3.1562892078736695,0.0
2017-04-27,187.80999755859375,188.60000610351562,186.10000610351562,187.86000061035156,187.86000061035156,3169500,182.08200073242188,-1.4320108620157517,192.6304111356804,158.8539216483365,-1404800.0,81.52219692697759,3.267754020318029,0.6374899304007364
2017-04-28,181.0800018310547,182.9600067138672,176.07000732421875,180.22999572753906,180.22999572753906,7429400,183.9260009765625,-1.0482816326746984,195.67587575364044,157.49045725417201,6024600.0,82.12063095770802,3.453013996914529,-4.061537771757074
2017-05-01,180.4499969482422,181.1699981689453,177.19000244140625,180.05999755859375,180.05999755859375,3487000,184.3559997558594,-1.3925527808313232,195.7767937269467,158.15987314317047,9511600.0,63.32532721799063,3.6201459649163925,0.0
2017-05-02,180.10000610351562,180.39999389648438,178.0,178.63999938964844,178.63999938964844,2431500,184.36199951171875,-0.8335304766683782,195.80166279440436,158.81800375019196,11943100.0,60.57203279807923,3.759381882462631,-0.788625007330257
2017-05-03,179.00999450683594,179.00999450683594,176.89999389648438,177.39999389648438,177.39999389648438,2017200,182.69199829101564,-1.6273960415421658,195.90737990655117,159.1502866177001,13960300.0,60.11498639155905,3.832984667973177,-0.6941365301168512
2017-05-04,177.88999938964844,178.0,176.27999877929688,176.7100067138672,176.7100067138672,2128900,180.83799743652344,-2.0211647317477026,195.91860431546837,159.38306143567092,16089200.0,56.65611361493742,3.8359790624913677,-0.3889443102347623
2017-05-05,176.3000030517578,178.3000030517578,174.77000427246094,178.02999877929688,178.02999877929688,2328200,178.60799865722657,-1.8481059746201465,195.76117786056483,159.85048799229975,13761000.0,57.279839435945064,3.782467196996458,0.7469820696498708
2017-05-08,178.5,178.5399932861328,176.67999267578125,177.47000122070312,177.47000122070312,2407900,178.16799926757812,-0.4515313785519271,195.55161992231987,160.39171300411235,16168900.0,58.20014145396437,3.6797097781323327,-0.3145523577113396
2017-05-09,178.89999389648438,183.58999633789062,178.36000061035156,182.97999572753906,182.97999572753906,3479400,177.65,-0.5283120150702872,195.08708923068448,161.36090983344312,12689500.0,55.322925443089794,3.4728866431749514,3.1047469819891704
2017-05-10,182.3699951171875,184.92999267578125,181.6199951171875,183.57000732421875,183.57000732421875,2868100,178.51799926757812,-0.32435445172471516,195.19698806328677,162.0463443545192,9821400.0,58.51729774054219,3.2385620953645096,0.3224459560914106
2017-05-11,183.5399932861328,187.3300018310547,182.9600067138672,186.60000610351562,186.60000610351562,3211500,179.752001953125,0.48499344025384633,195.50793068845917,162.71173483888458,6609900.0,58.18666196385831,2.980043164286422,1.6505957718601305
2017-05-12,186.25,187.97999572753906,185.6699981689453,186.8300018310547,186.8300018310547,1816600,181.7300018310547,1.1950860008883764,196.2297880327233,163.19254473094864,4793300.0,63.07551226768167,2.8000002336738135,0.0
2017-05-15,187.0800018310547,187.4600067138672,185.24000549316406,186.13999938964844,186.13999938964844,1993000,183.49000244140626,1.9871514715814251,196.90843624508554,163.86889631513586,6786300.0,61.0175031063947,2.6870384919677184,-0.3693210055364715
2017-05-16,186.8300018310547,192.3699951171875,186.38999938964844,190.63999938964844,190.63999938964844,3926600,185.2240020751953,1.6237053469917246,196.9461585834607,165.13517432262657,2859700.0,48.27164247640441,2.6343909147491553,2.4175351964948133
2017-05-17,187.97000122070312,190.7100067138672,185.67999267578125,186.0500030517578,186.0500030517578,3586900,186.7560028076172,1.3260136794769104,197.9977160484014,165.69361645078482,6446600.0,56.899552896625245,2.6804749056518724,-2.407677482472681
2017-05-18,182.67999267578125,183.6199951171875,181.2899932861328,182.42999267578125,182.42999267578125,4685700,187.252001953125,0.4474064960021854,198.79473764822495,165.83359537993266,11132300.0,47.186822318730044,2.768819533173778,-1.9457190629389554
2017-05-19,183.1699981689453,189.4199981689453,182.88999938964844,188.75999450683594,188.75999450683594,3863900,186.41799926757812,1.0744227618899485,198.70102985442725,166.25763561188137,7268400.0,53.906246190042445,2.845481539829052,3.4698251851078554
2017-05-22,190.0,193.55999755859375,188.0800018310547,191.69000244140625,191.69000244140625,2921500,186.8039978027344,2.7326302260791833,199.20087188639025,166.58212677083634,4346900.0,62.674823659131384,2.973186808284156,1.5522398918401015
2017-05-23,192.6999969482422,193.55999755859375,190.3699951171875,191.8000030517578,191.8000030517578,2147900,187.91399841308595,3.2277472147413855,201.01617134276893,165.87049451009574,6494800.0,68.21099969976429,3.1165600283906563,0.0
2017-05-24,191.02999877929688,191.99000549316406,189.97000122070312,190.6300048828125,190.6300048828125,2804800,188.1459991455078,2.4516327843988845,202.75373286874262,164.76326593089934,9299600.0,70.74929455577792,3.2663202180432744,-0.6100094631539599
2017-05-25,191.22999572753906,193.0,189.8300018310547,191.9499969482422,191.9499969482422,2175400,189.06199951171874,1.8998383619678525,203.83331961463327,164.1176798360503,7124200.0,69.7839610992051,3.382150831326271,0.6924366739858856
2017-05-26,192.77999877929688,193.74000549316406,190.08999633789062,190.38999938964844,190.38999938964844,1567700,190.96600036621095,1.9734973136574419,204.91665941683806,163.44167289924263,8691900.0,69.7839610992051,3.479739688948592,-0.81271038468127
2017-05-30,190.94000244140625,192.2899932861328,189.36000061035156,189.8800048828125,189.8800048828125,1915000,191.29200134277343,0.7632124671969357,205.99225104575095,163.53141431883233,10606900.0,67.85516215517485,3.5542131912635977,0.0
2017-05-31,189.9499969482422,190.49000549316406,184.32000732421875,186.10000610351562,186.10000610351562,3396400,190.93000183105468,-0.3898608656035073,206.52491059266197,164.10242145893307,14003300.0,61.064796984261136,3.5653212625370196,-1.9907302939189186
2017-06-01,186.14999389648438,188.10000610351562,185.58999633789062,187.25999450683594,187.25999450683594,2071200,189.79000244140624,-0.37811232905445963,206.15224202269678,165.2707575500571,11932100.0,53.68053409764916,3.533836930912966,0.6233145434047405
2017-06-02,188.60000610351562,189.25,187.0,187.60000610351562,187.60000610351562,1192500,189.11600036621093,0.5148699511831905,205.28416699702004,167.06016639734847,13124600.0,51.01536725105509,3.511709105964292,0.0
2017-06-05,188.7100067138672,188.7100067138672,185.2100067138672,187.30999755859375,187.30999755859375,1424800,188.24600219726562,0.5054332618164578,203.91420105244725,169.52546569559962,14549400.0,51.18062597063631,3.444071382046704,0.0
2017-06-06,186.72999572753906,187.1999969482422,184.50999450683594,185.75,185.75,2080600,187.6300018310547,-0.13142571238189538,201.9410628628186,172.50293738132203,16630000.0,51.81620292621919,3.3130077311545025,-0.8328426559856994
2017-06-07,186.24000549316406,188.58999633789062,184.75,187.52999877929688,187.52999877929688,2451900,186.8040008544922,-0.06204796304285068,199.5034667156532,175.76620033756944,14178100.0,41.64673953558446,3.118942868942096,0.9582765971988483
2017-06-08,191.60000610351562,192.3800048828125,183.67999267578125,185.75,185.75,4895000,187.08999938964843,-0.3716085720168185,198.4543924035197,177.3466080644165,19073100.0,52.79666544219624,2.9038771366989584,-0.9491808195401075
2017-06-09,186.02999877929688,186.10000610351562,178.2100067138672,181.07000732421875,181.07000732421875,4089200,186.78800048828126,-1.1036725089006187,197.82667989609158,178.3639873198915,23162300.0,56.74250199566656,2.647331654339442,-2.5195115347409147
2017-06-12,180.0,182.14999389648438,177.30999755859375,180.05999755859375,180.05999755859375,3057800,185.48200073242188,-2.1174860101250306,198.90441498228412,176.90258575013777,20104500.0,33.260792593935946,2.3335571097911503,-0.5578006984980677
2017-06-13,181.52000427246094,181.52000427246094,177.24000549316406,179.19000244140625,179.19000244140625,2571200,184.03200073242186,-1.9730034198086503,200.59855266196843,174.50978117999125,22675700.0,22.375269294224424,1.9740888417355538,-0.4831695706895678
2017-06-14,180.60000610351562,180.82000732421875,176.1999969482422,178.1999969482422,178.1999969482422,2142800,182.72000122070312,-1.8592187073345907,202.07888702386973,172.33311350510164,24818500.0,21.09121768873584,1.608710157253392,-0.5524892458706132
2017-06-15,176.19000244140625,176.99000549316406,173.52000427246094,176.3300018310547,176.3300018310547,2718400,180.8540008544922,-2.4911765662978653,203.14602764287,170.12663979690873,22100100.0,21.26672700581217,1.2238080548807742,-1.0493799939461534
2017-06-16,176.41000366210938,176.41000366210938,173.66000366210938,173.8800048828125,173.8800048828125,2497100,178.97000122070312,-0.8045086903656233,205.11059157015146,166.97540950813632,24597200.0,14.788096764695354,0.8084076392502482,-1.3894385089325723
2017-06-19,176.3800048828125,179.22999572753906,175.8000030517578,176.92999267578125,176.92999267578125,2510700,177.53200073242186,-1.685229995603297,206.9753364336997,164.33099901551904,22086500.0,14.217598211539666,0.3547012452583418,1.7540762061884596
2017-06-20,177.69000244140625,178.4199981689453,176.92999267578125,177.85000610351562,177.85000610351562,1763400,176.90599975585937,-3.009498202423671,207.63843049159,162.6975716039504,20323100.0,24.716869164001395,-0.08298560977090436,0.5199872637875913
2017-06-21,179.13999938964844,181.0,177.92999267578125,180.1699981689453,180.1699981689453,2074900,176.63800048828125,-3.1733736935270294,207.16492024535876,161.8334150207545,18248200.0,31.86813186813187,-0.5107561951357348,1.3044655528880789
2017-06-22,179.25,180.7100067138672,177.99000549316406,179.3300018310547,179.3300018310547,1751200,177.03200073242186,-2.5884130203474824,205.84913829097835,161.92819681237452,16497000.0,35.17357747392094,-0.8895422119203494,-0.4662243139409661
2017-06-23,180.32000732421875,180.5500030517578,177.61000061035156,178.13999938964844,178.13999938964844,1765200,177.6320007324219,-2.1696788114321497,204.63319908165724,161.9921361030758,18262200.0,33.06020442161285,-1.1915973007843534,-0.6635824620842556
2017-06-26,180.58999633789062,181.74000549316406,178.35000610351562,178.4600067138672,178.4600067138672,2062200,178.48399963378907,-3.2064833041043825,202.911430347067,162.43123831341475,20324400.0,31.884621529316377,-1.43168871922077,0.0
2017-06-27,178.52000427246094,178.64999389648438,175.10000610351562,175.60000610351562,175.60000610351562,2529400,178.79000244140624,-3.072288456544668,200.80978124197628,163.34388798816695,22853800.0,34.856677006132045,-1.6099493545829975,-1.6026003041326398
2017-06-28,177.0,178.72000122070312,175.8300018310547,178.0,178.0,2635100,178.34000244140626,-3.0476644825600845,199.02179005063448,163.72587942364942,20218700.0,26.282314968177985,-1.7543104306858355,1.3667390734995788
2017-06-29,177.5399932861328,180.4600067138672,177.22000122070312,179.6300048828125,179.6300048828125,3128000,177.9060028076172,-2.1007091404034215,198.06870063549644,163.73363497648273,17090700.0,34.96312901823832,-1.8326195598784207,0.9157330802317398
2017-06-30,180.44000244140625,180.8800048828125,178.30999755859375,178.86000061035156,178.86000061035156,2083700,177.96600341796875,-1.995616541375481,196.7931124836055,164.2212236573451,19174400.0,46.83098071294539,-1.8221228174270183,-0.4286612768079956
